Name,Score,Date,Theme,Language
anti,0.1176470588235294,2023-10-29,Google,en
two,0.1176470588235294,2023-10-29,Google,en
work,0.1176470588235294,2023-10-29,Google,en
johnson,0.1176470588235294,2023-10-29,Google,en
way,0.1176470588235294,2023-10-29,Google,en
india,0.1176470588235294,2023-10-29,Google,en
ahead,0.1176470588235294,2023-10-29,Google,en
report,0.1176470588235294,2023-10-29,Google,en
million,0.1176470588235294,2023-10-29,Google,en
ground,0.1176470588235294,2023-10-29,Google,en
israeli,0.1176470588235294,2023-10-29,Google,en
hill,0.1176470588235294,2023-10-29,Google,en
pence,0.1176470588235294,2023-10-29,Google,en
espn espn,0.1176470588235294,2023-10-29,Google,en
n't,0.0980392156862745,2023-10-29,Google,en
support,0.0980392156862745,2023-10-29,Google,en
want,0.0980392156862745,2023-10-29,Google,en
card,0.0980392156862745,2023-10-29,Google,en
exactly,0.0980392156862745,2023-10-29,Google,en
youtube,0.0980392156862745,2023-10-29,Google,en
tv,0.0980392156862745,2023-10-29,Google,en
earbuds,0.0980392156862745,2023-10-29,Google,en
play,0.0980392156862745,2023-10-29,Google,en
phone,0.0980392156862745,2023-10-29,Google,en
show,0.0980392156862745,2023-10-29,Google,en
cloud,0.0980392156862745,2023-10-29,Google,en
year,0.0980392156862745,2023-10-29,Google,en
one,0.0980392156862745,2023-10-29,Google,en
creator,0.0980392156862745,2023-10-29,Google,en
end,0.0980392156862745,2023-10-29,Google,en
content,0.0980392156862745,2023-10-29,Google,en
released,0.0980392156862745,2023-10-29,Google,en
sunday,0.0980392156862745,2023-10-29,Google,en
digital,0.0980392156862745,2023-10-29,Google,en
win,0.0980392156862745,2023-10-29,Google,en
sale,0.0980392156862745,2023-10-29,Google,en
love,0.0980392156862745,2023-10-29,Google,en
season,0.0980392156862745,2023-10-29,Google,en
google,1.0,2023-10-28,Google,en
new,1.0,2023-10-28,Google,en
ai,0.5555555555555556,2023-10-28,Google,en
android,0.4074074074074074,2023-10-28,Google,en
v,0.3333333333333333,2023-10-28,Google,en
war,0.3148148148148148,2023-10-28,Google,en
time,0.2962962962962963,2023-10-28,Google,en
game,0.2777777777777778,2023-10-28,Google,en
october,0.2777777777777778,2023-10-28,Google,en
week,0.2407407407407407,2023-10-28,Google,en
tv,0.2407407407407407,2023-10-28,Google,en
gaza,0.2407407407407407,2023-10-28,Google,en
app,0.2222222222222222,2023-10-28,Google,en
two,0.2222222222222222,2023-10-28,Google,en
apple,0.2222222222222222,2023-10-28,Google,en
million,0.2037037037037037,2023-10-28,Google,en
day,0.2037037037037037,2023-10-28,Google,en
world,0.2037037037037037,2023-10-28,Google,en
free,0.2037037037037037,2023-10-28,Google,en
watch,0.2037037037037037,2023-10-28,Google,en
preview,0.2037037037037037,2023-10-28,Google,en
way,0.1851851851851851,2023-10-28,Google,en
x,0.1851851851851851,2023-10-28,Google,en
best,0.1851851851851851,2023-10-28,Google,en
say,0.1851851851851851,2023-10-28,Google,en
default search,0.1851851851851851,2023-10-28,Google,en
search engine,0.1851851851851851,2023-10-28,Google,en
review,0.1666666666666666,2023-10-28,Google,en
tech,0.1666666666666666,2023-10-28,Google,en
u,0.1666666666666666,2023-10-28,Google,en
reveal,0.1666666666666666,2023-10-28,Google,en
alphabet inc,0.1666666666666666,2023-10-28,Google,en
inc nasdaq,0.1666666666666666,2023-10-28,Google,en
nasdaq goog,0.1666666666666666,2023-10-28,Google,en
make,0.1481481481481481,2023-10-28,Google,en
youtube,0.1481481481481481,2023-10-28,Google,en
get,0.1481481481481481,2023-10-28,Google,en
feature,0.1481481481481481,2023-10-28,Google,en
smart,0.1481481481481481,2023-10-28,Google,en
halloween,0.1481481481481481,2023-10-28,Google,en
star,0.1481481481481481,2023-10-28,Google,en
die,0.1481481481481481,2023-10-28,Google,en
weekend,0.1481481481481481,2023-10-28,Google,en
deal,0.1481481481481481,2023-10-28,Google,en
find,0.1481481481481481,2023-10-28,Google,en
google paid,0.1481481481481481,2023-10-28,Google,en
phone,0.1296296296296296,2023-10-28,Google,en
like,0.1296296296296296,2023-10-28,Google,en
pro,0.1296296296296296,2023-10-28,Google,en
pixel,0.1296296296296296,2023-10-28,Google,en
samsung,0.1296296296296296,2023-10-28,Google,en
could,0.1296296296296296,2023-10-28,Google,en
buy,0.1296296296296296,2023-10-28,Google,en
video,0.1296296296296296,2023-10-28,Google,en
one,0.1296296296296296,2023-10-28,Google,en
card,0.1296296296296296,2023-10-28,Google,en
report,0.1296296296296296,2023-10-28,Google,en
cnn,0.1296296296296296,2023-10-28,Google,en
biden,0.1296296296296296,2023-10-28,Google,en
year,0.1296296296296296,2023-10-28,Google,en
state,0.1296296296296296,2023-10-28,Google,en
us tv,0.1296296296296296,2023-10-28,Google,en
billion default,0.1296296296296296,2023-10-28,Google,en
big,0.1111111111111111,2023-10-28,Google,en
amazon,0.1111111111111111,2023-10-28,Google,en
windows,0.1111111111111111,2023-10-28,Google,en
season,0.1111111111111111,2023-10-28,Google,en
stories,0.1111111111111111,2023-10-28,Google,en
use,0.1111111111111111,2023-10-28,Google,en
later,0.1111111111111111,2023-10-28,Google,en
price,0.1111111111111111,2023-10-28,Google,en
sale,0.1111111111111111,2023-10-28,Google,en
order,0.1111111111111111,2023-10-28,Google,en
hasbro,0.1111111111111111,2023-10-28,Google,en
comic,0.1111111111111111,2023-10-28,Google,en
next,0.1111111111111111,2023-10-28,Google,en
look,0.1111111111111111,2023-10-28,Google,en
live,0.1111111111111111,2023-10-28,Google,en
dead,0.1111111111111111,2023-10-28,Google,en
invest,0.1111111111111111,2023-10-28,Google,en
lose,0.1111111111111111,2023-10-28,Google,en
see,0.1111111111111111,2023-10-28,Google,en
crypto,0.1111111111111111,2023-10-28,Google,en
face,0.1111111111111111,2023-10-28,Google,en
israel,0.1111111111111111,2023-10-28,Google,en
politico,0.1111111111111111,2023-10-28,Google,en
com,0.1111111111111111,2023-10-28,Google,en
world series,0.1111111111111111,2023-10-28,Google,en
cnet,0.0925925925925925,2023-10-28,Google,en
cloud,0.0925925925925925,2023-10-28,Google,en
life,0.0925925925925925,2023-10-28,Google,en
microsoft,0.0925925925925925,2023-10-28,Google,en
forecast,0.0925925925925925,2023-10-28,Google,en
event,0.0925925925925925,2023-10-28,Google,en
mini,0.0925925925925925,2023-10-28,Google,en
music,0.0925925925925925,2023-10-28,Google,en
space,0.0925925925925925,2023-10-28,Google,en
media,0.0925925925925925,2023-10-28,Google,en
update,0.0925925925925925,2023-10-28,Google,en
sports,0.0925925925925925,2023-10-28,Google,en
стараться,1.0,2023-10-24,Воронин,ru
привлекать,1.0,2023-10-24,Воронин,ru
хороший,1.0,2023-10-24,Воронин,ru
кадр,1.0,2023-10-24,Воронин,ru
первый,1.0,2023-10-24,Воронин,ru
вице,1.0,2023-10-24,Воронин,ru
президент,1.0,2023-10-24,Воронин,ru
технология,1.0,2023-10-24,Воронин,ru
мтс,1.0,2023-10-24,Воронин,ru
павел,1.0,2023-10-24,Воронин,ru
воронин,1.0,2023-10-24,Воронин,ru
интервью,1.0,2023-10-24,Воронин,ru
ъ,1.0,2023-10-24,Воронин,ru
fm,1.0,2023-10-24,Воронин,ru
армянский,1.0,2023-10-20,Воронин,ru
покупатель,1.0,2023-10-20,Воронин,ru
актив,1.0,2023-10-20,Воронин,ru
шведский,1.0,2023-10-20,Воронин,ru
bonava,1.0,2023-10-20,Воронин,ru
наслать,1.0,2023-10-20,Воронин,ru
русский,1.0,2023-10-20,Воронин,ru
владелец,1.0,2023-10-20,Воронин,ru
